i,A,B,gcd,modulus operations,t1,t1Units,t2,t2Units
104,55,89,1,9,671.737,us,11.6698,NA
105,55,89,1,9,684.217,us,11.6698,NA
106,55,89,1,9,702.289,us,11.6698,NA
107,55,89,1,9,717.344,us,11.6698,NA
108,55,89,1,9,729.917,us,11.6698,NA
109,55,89,1,9,747.112,us,11.6698,NA
110,55,89,1,9,765.512,us,11.6698,NA
111,55,89,1,9,781.631,us,11.6698,NA
112,55,89,1,9,793.753,us,11.6698,NA
113,55,89,1,9,810.188,us,11.6698,NA
114,55,89,1,9,803.298,us,11.6698,NA
115,55,89,1,9,797.197,us,11.6698,NA
116,55,89,1,9,812.023,us,11.6698,NA
117,55,89,1,9,825.992,us,11.6698,NA
118,55,89,1,9,843.4,us,11.6698,NA
119,55,89,1,9,857.69,us,11.6698,NA
120,55,89,1,9,871.051,us,11.6698,NA
121,55,89,1,9,886.476,us,11.6698,NA
122,55,89,1,9,905.601,us,11.6698,NA
123,89,123,1,9,925.291,us,11.6698,NA
124,89,123,1,9,937.918,us,11.6698,NA
125,89,123,1,9,957.734,us,11.6698,NA
126,89,123,1,9,967.51,us,11.6698,NA
127,89,123,1,9,987.165,us,11.6698,NA
128,89,123,1,9,957.003,us,11.6698,NA
129,89,123,1,9,973.484,us,11.6698,NA
130,89,123,1,9,989.63,us,11.6698,NA
131,89,123,1,9,1.01425,ms,11.6698,NA
132,89,123,1,9,1.02069,ms,11.6698,NA
133,89,123,1,9,1.03496,ms,11.6698,NA
134,89,123,1,9,1.05406,ms,11.6698,NA
135,89,123,1,9,1.07717,ms,11.6698,NA
136,89,123,1,9,1.08916,ms,11.6698,NA
137,89,123,1,9,1.10874,ms,11.6698,NA
138,89,123,1,9,1.12488,ms,11.6698,NA
139,89,123,1,9,1.11097,ms,11.6698,NA
140,89,123,1,9,1.10591,ms,11.6698,NA
141,89,123,1,9,1.12325,ms,11.6698,NA
142,89,123,1,9,1.14314,ms,11.6698,NA
143,89,123,1,9,1.15893,ms,11.6698,NA
144,89,144,1,10,1.17366,ms,46.6649,ms
145,89,144,1,10,1.19266,ms,46.6649,NA
146,89,144,1,10,1.21718,ms,46.6649,NA
147,89,144,1,10,1.22969,ms,46.6649,NA
148,89,144,1,10,1.24625,ms,46.6649,NA
149,89,144,1,10,1.24234,ms,46.6649,NA
150,89,144,1,10,1.22782,ms,46.6649,NA
151,89,144,1,10,1.24719,ms,46.6649,NA
152,89,144,1,10,1.26901,ms,46.6649,NA
153,89,144,1,10,1.28283,ms,46.6649,NA
154,89,144,1,10,1.30142,ms,46.6649,NA
155,89,144,1,10,1.32135,ms,46.6649,NA
156,89,144,1,10,1.33365,ms,46.6649,NA
157,89,144,1,10,1.35503,ms,46.6649,NA
158,89,144,1,10,1.36094,ms,46.6649,NA
159,89,144,1,10,1.3317,ms,46.6649,NA
160,89,144,1,10,1.35203,ms,46.6649,NA
161,89,144,1,10,1.37021,ms,46.6649,NA
162,89,144,1,10,1.3832,ms,46.6649,NA
163,89,144,1,10,1.40672,ms,46.6649,NA
164,89,144,1,10,1.4288,ms,46.6649,NA
165,89,144,1,10,1.44424,ms,46.6649,NA
166,89,144,1,10,1.46054,ms,46.6649,NA
167,89,144,1,10,1.44063,ms,46.6649,NA
168,89,144,1,10,1.43768,ms,46.6649,NA
169,89,144,1,10,1.46198,ms,46.6649,NA
170,89,144,1,10,1.47659,ms,46.6649,NA
171,89,144,1,10,1.49494,ms,46.6649,NA
172,89,144,1,10,1.51515,ms,46.6649,NA
173,89,144,1,10,1.53226,ms,46.6649,NA
174,89,144,1,10,1.5516,ms,46.6649,NA
175,89,144,1,10,1.52808,ms,46.6649,NA
176,89,144,1,10,1.52355,ms,46.6649,NA
177,89,144,1,10,1.54936,ms,46.6649,NA
178,89,144,1,10,1.56555,ms,46.6649,NA
179,89,144,1,10,1.58692,ms,46.6649,NA
180,89,144,1,10,1.60606,ms,46.6649,NA
181,89,144,1,10,1.62218,ms,46.6649,NA
182,89,144,1,10,1.63203,ms,46.6649,NA
183,89,144,1,10,1.59786,ms,46.6649,NA
184,89,144,1,10,1.61793,ms,46.6649,NA
185,89,144,1,10,1.63823,ms,46.6649,NA
186,89,144,1,10,1.65156,ms,46.6649,NA
187,89,144,1,10,1.67426,ms,46.6649,NA
188,89,144,1,10,1.69603,ms,46.6649,NA
189,89,144,1,10,1.72452,ms,46.6649,NA
190,89,144,1,10,1.66749,ms,46.6649,NA
191,89,144,1,10,1.68723,ms,46.6649,NA
192,89,144,1,10,1.70753,ms,46.6649,NA
193,89,144,1,10,1.7295,ms,46.6649,NA
194,89,144,1,10,1.74641,ms,46.6649,NA
195,89,144,1,10,1.76349,ms,46.6649,NA
196,89,144,1,10,1.78571,ms,46.6649,NA
197,89,144,1,10,1.74171,ms,46.6649,NA
198,89,144,1,10,1.75474,ms,46.6649,NA
199,144,199,1,10,1.77819,ms,46.6649,NA
200,144,199,1,10,1.79535,ms,46.6649,NA
201,144,199,1,10,1.82105,ms,46.6649,NA
202,144,199,1,10,1.83948,ms,46.6649,NA
203,144,199,1,10,1.83842,ms,46.6649,NA
204,144,199,1,10,1.81135,ms,46.6649,NA
205,144,199,1,10,1.82905,ms,46.6649,NA
206,144,199,1,10,1.85015,ms,46.6649,NA
207,144,199,1,10,1.87271,ms,46.6649,NA
208,144,199,1,10,1.89024,ms,46.6649,NA
209,144,199,1,10,1.92225,ms,46.6649,NA
210,144,199,1,10,1.86277,ms,46.6649,NA
211,144,199,1,10,1.8828,ms,46.6649,NA
212,144,199,1,10,1.89955,ms,46.6649,NA
213,144,199,1,10,1.92466,ms,46.6649,NA
214,144,199,1,10,1.9439,ms,46.6649,NA
215,144,199,1,10,1.98904,ms,46.6649,NA
216,144,199,1,10,1.94351,ms,46.6649,NA
217,144,199,1,10,1.93697,ms,46.6649,NA
218,144,199,1,10,1.95966,ms,46.6649,NA
219,144,199,1,10,1.97094,ms,46.6649,NA
220,144,199,1,10,1.99584,ms,46.6649,NA
221,144,199,1,10,2.01439,ms,46.6649,NA
222,144,199,1,10,1.99802,ms,46.6649,NA
223,144,199,1,10,1.98802,ms,46.6649,NA
224,144,199,1,10,2.01396,ms,46.6649,NA
225,144,199,1,10,2.02743,ms,46.6649,NA
226,144,199,1,10,2.05393,ms,46.6649,NA
227,144,199,1,10,2.06921,ms,46.6649,NA
228,144,199,1,10,2.04758,ms,46.6649,NA
229,144,199,1,10,2.04565,ms,46.6649,NA
230,144,199,1,10,2.06446,ms,46.6649,NA
231,144,199,1,10,2.08165,ms,46.6649,NA
232,144,199,1,10,2.10589,ms,46.6649,NA
233,144,233,1,11,2.12284,ms,149.341,ms
234,144,233,1,11,2.07647,ms,149.341,NA
235,144,233,1,11,2.09797,ms,149.341,NA
236,144,233,1,11,2.11829,ms,149.341,NA
237,144,233,1,11,2.13448,ms,149.341,NA
238,144,233,1,11,2.15431,ms,149.341,NA
239,144,233,1,11,2.16457,ms,149.341,NA
240,144,233,1,11,2.13261,ms,149.341,NA
241,144,233,1,11,2.15138,ms,149.341,NA
242,144,233,1,11,2.17014,ms,149.341,NA
243,144,233,1,11,2.19198,ms,149.341,NA
244,144,233,1,11,2.20875,ms,149.341,NA
245,144,233,1,11,2.18584,ms,149.341,NA
246,144,233,1,11,2.18963,ms,149.341,NA
247,144,233,1,11,2.20422,ms,149.341,NA
248,144,233,1,11,2.22281,ms,149.341,NA
249,144,233,1,11,2.2458,ms,149.341,NA
250,144,233,1,11,2.24946,ms,149.341,NA
251,144,233,1,11,2.22503,ms,149.341,NA
252,144,233,1,11,2.24559,ms,149.341,NA
253,144,233,1,11,2.26071,ms,149.341,NA
254,144,233,1,11,2.28294,ms,149.341,NA
255,144,233,1,11,2.30017,ms,149.341,NA
256,144,233,1,11,2.25709,ms,149.341,NA
257,144,233,1,11,2.27884,ms,149.341,NA
258,144,233,1,11,2.29302,ms,149.341,NA
259,144,233,1,11,2.31656,ms,149.341,NA
260,144,233,1,11,2.33263,ms,149.341,NA
261,144,233,1,11,2.30372,ms,149.341,NA
262,144,233,1,11,2.31317,ms,149.341,NA
263,144,233,1,11,2.33306,ms,149.341,NA
264,144,233,1,11,2.35091,ms,149.341,NA
265,144,233,1,11,2.36657,ms,149.341,NA
266,144,233,1,11,2.38889,ms,149.341,NA
267,144,233,1,11,2.41103,ms,149.341,NA
268,144,233,1,11,2.42775,ms,149.341,NA
269,144,233,1,11,2.44823,ms,149.341,NA
270,144,233,1,11,2.46739,ms,149.341,NA
271,144,233,1,11,2.48918,ms,149.341,NA
272,144,233,1,11,2.50842,ms,149.341,NA
273,144,233,1,11,2.52893,ms,149.341,NA
274,144,233,1,11,2.54655,ms,149.341,NA
275,144,233,1,11,2.56712,ms,149.341,NA
276,144,233,1,11,2.58822,ms,149.341,NA
277,144,233,1,11,2.60699,ms,149.341,NA
278,144,233,1,11,2.62949,ms,149.341,NA
279,144,233,1,11,2.6443,ms,149.341,NA
280,144,233,1,11,2.66703,ms,149.341,NA
281,144,233,1,11,2.69105,ms,149.341,NA
282,144,233,1,11,2.70799,ms,149.341,NA
283,144,233,1,11,2.73209,ms,149.341,NA
284,144,233,1,11,2.75274,ms,149.341,NA
285,144,233,1,11,2.76948,ms,149.341,NA
286,144,233,1,11,2.79384,ms,149.341,NA
287,144,233,1,11,2.81542,ms,149.341,NA
288,144,233,1,11,2.83586,ms,149.341,NA
289,144,233,1,11,2.86091,ms,149.341,NA
290,144,233,1,11,2.87771,ms,149.341,NA
291,144,233,1,11,2.89734,ms,149.341,NA
292,144,233,1,11,2.92261,ms,149.341,NA
293,144,233,1,11,2.94476,ms,149.341,NA
294,144,233,1,11,2.96462,ms,149.341,NA
295,144,233,1,11,2.99006,ms,149.341,NA
296,144,233,1,11,3.00726,ms,149.341,NA
297,144,233,1,11,3.02873,ms,149.341,NA
298,144,233,1,11,3.05322,ms,149.341,NA
299,144,233,1,11,3.08194,ms,149.341,NA
300,144,233,1,11,3.09394,ms,149.341,NA
301,144,233,1,11,3.11772,ms,149.341,NA
302,144,233,1,11,3.14442,ms,149.341,NA
303,144,233,1,11,3.16634,ms,149.341,NA
304,144,233,1,11,3.18799,ms,149.341,NA
305,144,233,1,11,3.21069,ms,149.341,NA
306,144,233,1,11,3.23255,ms,149.341,NA
307,144,233,1,11,3.24088,ms,149.341,NA
308,144,233,1,11,3.27881,ms,149.341,NA
309,144,233,1,11,3.30514,ms,149.341,NA
310,144,233,1,11,3.32375,ms,149.341,NA
311,144,233,1,11,3.34739,ms,149.341,NA
312,144,233,1,11,3.36956,ms,149.341,NA
313,144,233,1,11,3.39064,ms,149.341,NA
314,144,233,1,11,3.42017,ms,149.341,NA
315,144,233,1,11,3.44116,ms,149.341,NA
316,144,233,1,11,3.46669,ms,149.341,NA
317,144,233,1,11,3.48312,ms,149.341,NA
318,144,233,1,11,3.51311,ms,149.341,NA
319,144,233,1,11,3.54449,ms,149.341,NA
320,144,233,1,11,3.55276,ms,149.341,NA
321,144,233,1,11,3.56996,ms,149.341,NA
322,233,322,1,11,3.60501,ms,149.341,NA
323,233,322,1,11,3.63195,ms,149.341,NA
324,233,322,1,11,3.6575,ms,149.341,NA
325,233,322,1,11,3.67696,ms,149.341,NA
326,233,322,1,11,3.70586,ms,149.341,NA
327,233,322,1,11,3.72694,ms,149.341,NA
328,233,322,1,11,3.75202,ms,149.341,NA
329,233,322,1,11,3.7808,ms,149.341,NA
330,233,322,1,11,3.80226,ms,149.341,NA
331,233,322,1,11,3.82618,ms,149.341,NA
332,233,322,1,11,3.85193,ms,149.341,NA
333,233,322,1,11,3.87429,ms,149.341,NA
334,233,322,1,11,3.89421,ms,149.341,NA
335,233,322,1,11,3.92992,ms,149.341,NA
336,233,322,1,11,3.95303,ms,149.341,NA
337,233,322,1,11,3.9678,ms,149.341,NA
338,233,322,1,11,4.00819,ms,149.341,NA
339,233,322,1,11,4.03227,ms,149.341,NA
340,233,322,1,11,4.05415,ms,149.341,NA
341,233,322,1,11,4.0826,ms,149.341,NA
342,233,322,1,11,4.08427,ms,149.341,NA
343,233,322,1,11,4.13387,ms,149.341,NA
344,233,322,1,11,4.15933,ms,149.341,NA
345,233,322,1,11,4.18234,ms,149.341,NA
346,233,322,1,11,4.20454,ms,149.341,NA
347,233,322,1,11,4.24132,ms,149.341,NA
348,233,322,1,11,4.27091,ms,149.341,NA
349,233,322,1,11,4.30764,ms,149.341,NA
350,233,322,1,11,4.31833,ms,149.341,NA
351,233,322,1,11,4.34223,ms,149.341,NA
352,233,322,1,11,4.36841,ms,149.341,NA
353,233,322,1,11,4.39622,ms,149.341,NA
354,233,322,1,11,4.40774,ms,149.341,NA
355,233,322,1,11,4.45035,ms,149.341,NA
356,233,322,1,11,4.47506,ms,149.341,NA
357,233,322,1,11,4.504,ms,149.341,NA
358,233,322,1,11,4.53514,ms,149.341,NA
359,233,322,1,11,4.56012,ms,149.341,NA
360,233,322,1,11,4.58072,ms,149.341,NA
361,233,322,1,11,4.60785,ms,149.341,NA
362,233,322,1,11,4.64126,ms,149.341,NA
363,233,322,1,11,4.66775,ms,149.341,NA
364,233,322,1,11,4.69143,ms,149.341,NA
365,233,322,1,11,4.7278,ms,149.341,NA
366,233,322,1,11,4.75547,ms,149.341,NA
367,233,322,1,11,4.78158,ms,149.341,NA
368,233,322,1,11,4.80961,ms,149.341,NA
369,233,322,1,11,4.83294,ms,149.341,NA
370,233,322,1,11,4.86655,ms,149.341,NA
371,233,322,1,11,4.89187,ms,149.341,NA
372,233,322,1,11,4.92103,ms,149.341,NA
373,233,322,1,11,4.95073,ms,149.341,NA
374,233,322,1,11,4.97686,ms,149.341,NA
375,233,322,1,11,5.00726,ms,149.341,NA
376,233,322,1,11,5.03625,ms,149.341,NA
377,233,377,1,12,5.04578,ms,479.453,ms
378,233,377,1,12,5.098,ms,479.453,NA
379,233,377,1,12,5.12482,ms,479.453,NA
380,233,377,1,12,5.13632,ms,479.453,NA
381,233,377,1,12,5.18861,ms,479.453,NA
382,233,377,1,12,5.21112,ms,479.453,NA
383,233,377,1,12,5.23666,ms,479.453,NA
384,233,377,1,12,5.27152,ms,479.453,NA
385,233,377,1,12,5.29709,ms,479.453,NA
386,233,377,1,12,5.32533,ms,479.453,NA
387,233,377,1,12,5.32469,ms,479.453,NA
388,233,377,1,12,5.39176,ms,479.453,NA
389,233,377,1,12,5.42045,ms,479.453,NA
390,233,377,1,12,5.44353,ms,479.453,NA
391,233,377,1,12,5.49637,ms,479.453,NA
392,233,377,1,12,5.50726,ms,479.453,NA
393,233,377,1,12,5.53256,ms,479.453,NA
394,233,377,1,12,5.56816,ms,479.453,NA
395,233,377,1,12,5.60418,ms,479.453,NA
396,233,377,1,12,5.63073,ms,479.453,NA
397,233,377,1,12,5.6642,ms,479.453,NA
398,233,377,1,12,5.68851,ms,479.453,NA
399,233,377,1,12,5.72621,ms,479.453,NA
400,233,377,1,12,5.75057,ms,479.453,NA
401,233,377,1,12,5.78725,ms,479.453,NA
402,233,377,1,12,5.80912,ms,479.453,NA
403,233,377,1,12,5.84936,ms,479.453,NA
404,233,377,1,12,5.87819,ms,479.453,NA
405,233,377,1,12,5.90702,ms,479.453,NA
406,233,377,1,12,5.9366,ms,479.453,NA
407,233,377,1,12,5.96922,ms,479.453,NA
408,233,377,1,12,5.99923,ms,479.453,NA
409,233,377,1,12,6.03503,ms,479.453,NA
410,233,377,1,12,6.06733,ms,479.453,NA
411,233,377,1,12,6.10365,ms,479.453,NA
412,233,377,1,12,6.12886,ms,479.453,NA
413,233,377,1,12,6.16428,ms,479.453,NA
414,233,377,1,12,6.19686,ms,479.453,NA
415,233,377,1,12,6.22851,ms,479.453,NA
416,233,377,1,12,6.25954,ms,479.453,NA
417,233,377,1,12,6.27319,ms,479.453,NA
418,233,377,1,12,6.31903,ms,479.453,NA
419,233,377,1,12,6.35684,ms,479.453,NA
420,233,377,1,12,6.38336,ms,479.453,NA
421,233,377,1,12,6.41815,ms,479.453,NA
422,233,377,1,12,6.45691,ms,479.453,NA
423,233,377,1,12,6.49206,ms,479.453,NA
424,233,377,1,12,6.52193,ms,479.453,NA
425,233,377,1,12,6.53687,ms,479.453,NA
426,233,377,1,12,6.58749,ms,479.453,NA
427,233,377,1,12,6.61937,ms,479.453,NA
428,233,377,1,12,6.65883,ms,479.453,NA
429,233,377,1,12,6.68621,ms,479.453,NA
430,233,377,1,12,6.71925,ms,479.453,NA
431,233,377,1,12,6.75742,ms,479.453,NA
432,233,377,1,12,6.79004,ms,479.453,NA
433,233,377,1,12,6.82505,ms,479.453,NA
434,233,377,1,12,6.85323,ms,479.453,NA
435,233,377,1,12,6.89024,ms,479.453,NA
436,233,377,1,12,6.91929,ms,479.453,NA
437,233,377,1,12,6.95364,ms,479.453,NA
438,233,377,1,12,6.99276,ms,479.453,NA
439,233,377,1,12,7.03049,ms,479.453,NA
440,233,377,1,12,7.06662,ms,479.453,NA
441,233,377,1,12,7.0879,ms,479.453,NA
442,233,377,1,12,7.12593,ms,479.453,NA
443,233,377,1,12,7.16658,ms,479.453,NA
444,233,377,1,12,7.20076,ms,479.453,NA
445,233,377,1,12,7.23683,ms,479.453,NA
446,233,377,1,12,7.26288,ms,479.453,NA
447,233,377,1,12,7.30862,ms,479.453,NA
448,233,377,1,12,7.33386,ms,479.453,NA
449,233,377,1,12,7.37226,ms,479.453,NA
450,233,377,1,12,7.4061,ms,479.453,NA
451,233,377,1,12,7.44529,ms,479.453,NA
452,233,377,1,12,7.47625,ms,479.453,NA
453,233,377,1,12,7.5134,ms,479.453,NA
454,233,377,1,12,7.58884,ms,479.453,NA
455,233,377,1,12,7.59315,ms,479.453,NA
456,233,377,1,12,7.62795,ms,479.453,NA
457,233,377,1,12,7.69246,ms,479.453,NA
458,233,377,1,12,7.70001,ms,479.453,NA
459,233,377,1,12,7.74195,ms,479.453,NA
460,233,377,1,12,7.76782,ms,479.453,NA
461,233,377,1,12,7.80664,ms,479.453,NA
462,233,377,1,12,7.83906,ms,479.453,NA
463,233,377,1,12,7.87845,ms,479.453,NA
464,233,377,1,12,7.91709,ms,479.453,NA
465,233,377,1,12,7.94874,ms,479.453,NA
466,233,377,1,12,7.98392,ms,479.453,NA
467,233,377,1,12,8.03892,ms,479.453,NA
468,233,377,1,12,8.06316,ms,479.453,NA
469,233,377,1,12,8.09478,ms,479.453,NA
470,233,377,1,12,8.13035,ms,479.453,NA
471,233,377,1,12,8.17699,ms,479.453,NA
472,233,377,1,12,8.23405,ms,479.453,NA
473,233,377,1,12,8.25696,ms,479.453,NA
474,233,377,1,12,8.28662,ms,479.453,NA
475,233,377,1,12,8.31461,ms,479.453,NA
476,233,377,1,12,8.35704,ms,479.453,NA
477,233,377,1,12,8.39883,ms,479.453,NA
478,233,377,1,12,8.43515,ms,479.453,NA
479,233,377,1,12,8.47555,ms,479.453,NA
480,233,377,1,12,8.51147,ms,479.453,NA
481,233,377,1,12,8.52872,ms,479.453,NA
482,233,377,1,12,8.59351,ms,479.453,NA
483,233,377,1,12,8.63275,ms,479.453,NA
484,233,377,1,12,8.66835,ms,479.453,NA
485,233,377,1,12,8.70299,ms,479.453,NA
486,233,377,1,12,8.77852,ms,479.453,NA
487,233,377,1,12,8.81617,ms,479.453,NA
488,233,377,1,12,8.81866,ms,479.453,NA
489,233,377,1,12,8.8656,ms,479.453,NA
490,233,377,1,12,8.89883,ms,479.453,NA
491,233,377,1,12,8.9318,ms,479.453,NA
492,233,377,1,12,8.97529,ms,479.453,NA
493,233,377,1,12,9.01977,ms,479.453,NA
494,233,377,1,12,9.04978,ms,479.453,NA
495,233,377,1,12,9.08831,ms,479.453,NA
496,233,377,1,12,9.13234,ms,479.453,NA
497,233,377,1,12,9.17582,ms,479.453,NA
498,233,377,1,12,9.2066,ms,479.453,NA
499,233,377,1,12,9.24887,ms,479.453,NA
500,233,377,1,12,9.31433,ms,479.453,NA
501,233,377,1,12,9.33927,ms,479.453,NA
502,233,377,1,12,9.38,ms,479.453,NA
503,233,377,1,12,9.41131,ms,479.453,NA
504,233,377,1,12,9.45366,ms,479.453,NA
505,233,377,1,12,9.49149,ms,479.453,NA
506,233,377,1,12,9.52782,ms,479.453,NA
507,233,377,1,12,9.57212,ms,479.453,NA
508,233,377,1,12,9.61691,ms,479.453,NA
509,233,377,1,12,9.65865,ms,479.453,NA
510,233,377,1,12,9.6905,ms,479.453,NA
511,233,377,1,12,9.7429,ms,479.453,NA
512,233,377,1,12,9.77548,ms,479.453,NA
513,233,377,1,12,9.81636,ms,479.453,NA
514,233,377,1,12,9.86641,ms,479.453,NA
515,233,377,1,12,9.89976,ms,479.453,NA
516,233,377,1,12,9.93797,ms,479.453,NA
517,233,377,1,12,9.9812,ms,479.453,NA
518,233,377,1,12,10.0254,ms,479.453,NA
519,233,377,1,12,10.0656,ms,479.453,NA
520,233,377,1,12,10.1053,ms,479.453,NA
521,377,521,1,12,10.1797,ms,479.453,NA
522,377,521,1,12,10.1849,ms,479.453,NA
523,377,521,1,12,10.2383,ms,479.453,NA
524,377,521,1,12,10.2819,ms,479.453,NA
525,377,521,1,12,10.3196,ms,479.453,NA
526,377,521,1,12,10.3615,ms,479.453,NA
527,377,521,1,12,2.17548,s,479.453,NA
528,377,521,1,12,23.8921,ms,479.453,NA
529,377,521,1,12,21.6179,ms,479.453,NA
530,377,521,1,12,19.989,ms,479.453,NA
531,377,521,1,12,18.448,ms,479.453,NA
532,377,521,1,12,17.4762,ms,479.453,NA
533,377,521,1,12,16.5139,ms,479.453,NA
534,377,521,1,12,15.7369,ms,479.453,NA
535,377,521,1,12,15.1002,ms,479.453,NA
536,377,521,1,12,14.4489,ms,479.453,NA
537,377,521,1,12,13.9513,ms,479.453,NA
538,377,521,1,12,13.5062,ms,479.453,NA
539,377,521,1,12,13.1222,ms,479.453,NA
540,377,521,1,12,12.751,ms,479.453,NA
541,377,521,1,12,12.4015,ms,479.453,NA
542,377,521,1,12,12.0794,ms,479.453,NA
543,377,521,1,12,11.818,ms,479.453,NA
544,377,521,1,12,11.6014,ms,479.453,NA
545,377,521,1,12,11.3062,ms,479.453,NA
546,377,521,1,12,11.2311,ms,479.453,NA
547,377,521,1,12,11.2785,ms,479.453,NA
548,377,521,1,12,11.3081,ms,479.453,NA
549,377,521,1,12,11.3451,ms,479.453,NA
550,377,521,1,12,11.3953,ms,479.453,NA
551,377,521,1,12,11.4462,ms,479.453,NA
552,377,521,1,12,11.4612,ms,479.453,NA
553,377,521,1,12,11.5392,ms,479.453,NA
554,377,521,1,12,11.585,ms,479.453,NA
555,377,521,1,12,11.6243,ms,479.453,NA
556,377,521,1,12,11.6684,ms,479.453,NA
557,377,521,1,12,11.7199,ms,479.453,NA
558,377,521,1,12,11.7577,ms,479.453,NA
559,377,521,1,12,11.8233,ms,479.453,NA
560,377,521,1,12,11.8837,ms,479.453,NA
561,377,521,1,12,11.9478,ms,479.453,NA
562,377,521,1,12,11.9518,ms,479.453,NA
563,377,521,1,12,11.9364,ms,479.453,NA
564,377,521,1,12,12.0386,ms,479.453,NA
565,377,521,1,12,12.0795,ms,479.453,NA
566,377,521,1,12,12.1287,ms,479.453,NA
567,377,521,1,12,12.1663,ms,479.453,NA
