given min = 8 and max = 1.7e+308
predicted solutions are
predicted_i, predicted_A, predicted_B, predicted_gcd,predicted_modcalls
1.26203e+210,7.79976e+209,1.26203e+210,1,1005
2.042e+210,1.26203e+210,2.042e+210,1,1006
3.30403e+210,2.042e+210,3.30403e+210,1,1007
5.34603e+210,3.30403e+210,5.34603e+210,1,1008
8.65006e+210,5.34603e+210,8.65006e+210,1,1009
1.39961e+211,8.65006e+210,1.39961e+211,1,1010
2.26462e+211,1.39961e+211,2.26462e+211,1,1011
3.66423e+211,2.26462e+211,3.66423e+211,1,1012
5.92884e+211,3.66423e+211,5.92884e+211,1,1013
9.59307e+211,5.92884e+211,9.59307e+211,1,1014
1.55219e+212,9.59307e+211,1.55219e+212,1,1015
2.5115e+212,1.55219e+212,2.5115e+212,1,1016
4.06369e+212,2.5115e+212,4.06369e+212,1,1017
6.57519e+212,4.06369e+212,6.57519e+212,1,1018
1.06389e+213,6.57519e+212,1.06389e+213,1,1019
1.72141e+213,1.06389e+213,1.72141e+213,1,1020
2.78529e+213,1.72141e+213,2.78529e+213,1,1021
4.5067e+213,2.78529e+213,4.5067e+213,1,1022
7.29199e+213,4.5067e+213,7.29199e+213,1,1023
1.17987e+214,7.29199e+213,1.17987e+214,1,1024
1.90907e+214,1.17987e+214,1.90907e+214,1,1025
3.08894e+214,1.90907e+214,3.08894e+214,1,1026
4.99801e+214,3.08894e+214,4.99801e+214,1,1027
8.08694e+214,4.99801e+214,8.08694e+214,1,1028
1.3085e+215,8.08694e+214,1.3085e+215,1,1029
2.11719e+215,1.3085e+215,2.11719e+215,1,1030
3.42568e+215,2.11719e+215,3.42568e+215,1,1031
5.54287e+215,3.42568e+215,5.54287e+215,1,1032
8.96856e+215,5.54287e+215,8.96856e+215,1,1033
1.45114e+216,8.96856e+215,1.45114e+216,1,1034
2.348e+216,1.45114e+216,2.348e+216,1,1035
3.79914e+216,2.348e+216,3.79914e+216,1,1036
6.14714e+216,3.79914e+216,6.14714e+216,1,1037
9.94628e+216,6.14714e+216,9.94628e+216,1,1038
1.60934e+217,9.94628e+216,1.60934e+217,1,1039
2.60397e+217,1.60934e+217,2.60397e+217,1,1040
4.21331e+217,2.60397e+217,4.21331e+217,1,1041
6.81728e+217,4.21331e+217,6.81728e+217,1,1042
1.10306e+218,6.81728e+217,1.10306e+218,1,1043
1.78479e+218,1.10306e+218,1.78479e+218,1,1044
2.88785e+218,1.78479e+218,2.88785e+218,1,1045
4.67264e+218,2.88785e+218,4.67264e+218,1,1046
7.56048e+218,4.67264e+218,7.56048e+218,1,1047
1.22331e+219,7.56048e+218,1.22331e+219,1,1048
1.97936e+219,1.22331e+219,1.97936e+219,1,1049
3.20267e+219,1.97936e+219,3.20267e+219,1,1050
5.18203e+219,3.20267e+219,5.18203e+219,1,1051
8.38471e+219,5.18203e+219,8.38471e+219,1,1052
1.35667e+220,8.38471e+219,1.35667e+220,1,1053
2.19514e+220,1.35667e+220,2.19514e+220,1,1054
3.55182e+220,2.19514e+220,3.55182e+220,1,1055
5.74696e+220,3.55182e+220,5.74696e+220,1,1056
9.29878e+220,5.74696e+220,9.29878e+220,1,1057
1.50457e+221,9.29878e+220,1.50457e+221,1,1058
2.43445e+221,1.50457e+221,2.43445e+221,1,1059
3.93903e+221,2.43445e+221,3.93903e+221,1,1060
6.37348e+221,3.93903e+221,6.37348e+221,1,1061
1.03125e+222,6.37348e+221,1.03125e+222,1,1062
1.6686e+222,1.03125e+222,1.6686e+222,1,1063
2.69985e+222,1.6686e+222,2.69985e+222,1,1064
4.36845e+222,2.69985e+222,4.36845e+222,1,1065
7.0683e+222,4.36845e+222,7.0683e+222,1,1066
1.14367e+223,7.0683e+222,1.14367e+223,1,1067
1.8505e+223,1.14367e+223,1.8505e+223,1,1068
2.99418e+223,1.8505e+223,2.99418e+223,1,1069
4.84468e+223,2.99418e+223,4.84468e+223,1,1070
7.83886e+223,4.84468e+223,7.83886e+223,1,1071
1.26835e+224,7.83886e+223,1.26835e+224,1,1072
2.05224e+224,1.26835e+224,2.05224e+224,1,1073
3.32059e+224,2.05224e+224,3.32059e+224,1,1074
5.37284e+224,3.32059e+224,5.37284e+224,1,1075
8.69343e+224,5.37284e+224,8.69343e+224,1,1076
1.40663e+225,8.69343e+224,1.40663e+225,1,1077
2.27597e+225,1.40663e+225,2.27597e+225,1,1078
3.6826e+225,2.27597e+225,3.6826e+225,1,1079
5.95857e+225,3.6826e+225,5.95857e+225,1,1080
9.64116e+225,5.95857e+225,9.64116e+225,1,1081
1.55997e+226,9.64116e+225,1.55997e+226,1,1082
2.52409e+226,1.55997e+226,2.52409e+226,1,1083
4.08406e+226,2.52409e+226,4.08406e+226,1,1084
6.60815e+226,4.08406e+226,6.60815e+226,1,1085
1.06922e+227,6.60815e+226,1.06922e+227,1,1086
1.73004e+227,1.06922e+227,1.73004e+227,1,1087
2.79926e+227,1.73004e+227,2.79926e+227,1,1088
4.52929e+227,2.79926e+227,4.52929e+227,1,1089
7.32855e+227,4.52929e+227,7.32855e+227,1,1090
1.18578e+228,7.32855e+227,1.18578e+228,1,1091
1.91864e+228,1.18578e+228,1.91864e+228,1,1092
3.10442e+228,1.91864e+228,3.10442e+228,1,1093
5.02306e+228,3.10442e+228,5.02306e+228,1,1094
8.12749e+228,5.02306e+228,8.12749e+228,1,1095
1.31506e+229,8.12749e+228,1.31506e+229,1,1096
2.1278e+229,1.31506e+229,2.1278e+229,1,1097
3.44286e+229,2.1278e+229,3.44286e+229,1,1098
5.57066e+229,3.44286e+229,5.57066e+229,1,1099
9.01352e+229,5.57066e+229,9.01352e+229,1,1100
1.45842e+230,9.01352e+229,1.45842e+230,1,1101
2.35977e+230,1.45842e+230,2.35977e+230,1,1102
3.81819e+230,2.35977e+230,3.81819e+230,1,1103
6.17796e+230,3.81819e+230,6.17796e+230,1,1104
9.99615e+230,6.17796e+230,9.99615e+230,1,1105
1.61741e+231,9.99615e+230,1.61741e+231,1,1106
2.61703e+231,1.61741e+231,2.61703e+231,1,1107
4.23444e+231,2.61703e+231,4.23444e+231,1,1108
6.85146e+231,4.23444e+231,6.85146e+231,1,1109
1.10859e+232,6.85146e+231,1.10859e+232,1,1110
1.79374e+232,1.10859e+232,1.79374e+232,1,1111
2.90233e+232,1.79374e+232,2.90233e+232,1,1112
4.69606e+232,2.90233e+232,4.69606e+232,1,1113
7.59839e+232,4.69606e+232,7.59839e+232,1,1114
1.22945e+233,7.59839e+232,1.22945e+233,1,1115
1.98928e+233,1.22945e+233,1.98928e+233,1,1116
3.21873e+233,1.98928e+233,3.21873e+233,1,1117
5.20801e+233,3.21873e+233,5.20801e+233,1,1118
8.42674e+233,5.20801e+233,8.42674e+233,1,1119
1.36348e+234,8.42674e+233,1.36348e+234,1,1120
2.20615e+234,1.36348e+234,2.20615e+234,1,1121
3.56963e+234,2.20615e+234,3.56963e+234,1,1122
5.77578e+234,3.56963e+234,5.77578e+234,1,1123
9.3454e+234,5.77578e+234,9.3454e+234,1,1124
1.51212e+235,9.3454e+234,1.51212e+235,1,1125
2.44666e+235,1.51212e+235,2.44666e+235,1,1126
3.95878e+235,2.44666e+235,3.95878e+235,1,1127
6.40543e+235,3.95878e+235,6.40543e+235,1,1128
1.03642e+236,6.40543e+235,1.03642e+236,1,1129
1.67696e+236,1.03642e+236,1.67696e+236,1,1130
2.71338e+236,1.67696e+236,2.71338e+236,1,1131
4.39035e+236,2.71338e+236,4.39035e+236,1,1132
7.10373e+236,4.39035e+236,7.10373e+236,1,1133
1.14941e+237,7.10373e+236,1.14941e+237,1,1134
1.85978e+237,1.14941e+237,1.85978e+237,1,1135
3.00919e+237,1.85978e+237,3.00919e+237,1,1136
4.86897e+237,3.00919e+237,4.86897e+237,1,1137
7.87816e+237,4.86897e+237,7.87816e+237,1,1138
1.27471e+238,7.87816e+237,1.27471e+238,1,1139
2.06253e+238,1.27471e+238,2.06253e+238,1,1140
3.33724e+238,2.06253e+238,3.33724e+238,1,1141
5.39977e+238,3.33724e+238,5.39977e+238,1,1142
8.73702e+238,5.39977e+238,8.73702e+238,1,1143
1.41368e+239,8.73702e+238,1.41368e+239,1,1144
2.28738e+239,1.41368e+239,2.28738e+239,1,1145
3.70106e+239,2.28738e+239,3.70106e+239,1,1146
5.98844e+239,3.70106e+239,5.98844e+239,1,1147
9.6895e+239,5.98844e+239,9.6895e+239,1,1148
1.56779e+240,9.6895e+239,1.56779e+240,1,1149
2.53674e+240,1.56779e+240,2.53674e+240,1,1150
4.10454e+240,2.53674e+240,4.10454e+240,1,1151
6.64128e+240,4.10454e+240,6.64128e+240,1,1152
1.07458e+241,6.64128e+240,1.07458e+241,1,1153
1.73871e+241,1.07458e+241,1.73871e+241,1,1154
2.81329e+241,1.73871e+241,2.81329e+241,1,1155
4.552e+241,2.81329e+241,4.552e+241,1,1156
7.36529e+241,4.552e+241,7.36529e+241,1,1157
1.19173e+242,7.36529e+241,1.19173e+242,1,1158
1.92826e+242,1.19173e+242,1.92826e+242,1,1159
3.11999e+242,1.92826e+242,3.11999e+242,1,1160
5.04825e+242,3.11999e+242,5.04825e+242,1,1161
8.16824e+242,5.04825e+242,8.16824e+242,1,1162
1.32165e+243,8.16824e+242,1.32165e+243,1,1163
2.13847e+243,1.32165e+243,2.13847e+243,1,1164
3.46012e+243,2.13847e+243,3.46012e+243,1,1165
5.59859e+243,3.46012e+243,5.59859e+243,1,1166
9.05871e+243,5.59859e+243,9.05871e+243,1,1167
1.46573e+244,9.05871e+243,1.46573e+244,1,1168
2.3716e+244,1.46573e+244,2.3716e+244,1,1169
3.83733e+244,2.3716e+244,3.83733e+244,1,1170
6.20893e+244,3.83733e+244,6.20893e+244,1,1171
1.00463e+245,6.20893e+244,1.00463e+245,1,1172
1.62552e+245,1.00463e+245,1.62552e+245,1,1173
2.63015e+245,1.62552e+245,2.63015e+245,1,1174
4.25567e+245,2.63015e+245,4.25567e+245,1,1175
6.88581e+245,4.25567e+245,6.88581e+245,1,1176
1.11415e+246,6.88581e+245,1.11415e+246,1,1177
1.80273e+246,1.11415e+246,1.80273e+246,1,1178
2.91688e+246,1.80273e+246,2.91688e+246,1,1179
4.71961e+246,2.91688e+246,4.71961e+246,1,1180
7.63648e+246,4.71961e+246,7.63648e+246,1,1181
1.23561e+247,7.63648e+246,1.23561e+247,1,1182
1.99926e+247,1.23561e+247,1.99926e+247,1,1183
3.23487e+247,1.99926e+247,3.23487e+247,1,1184
5.23412e+247,3.23487e+247,5.23412e+247,1,1185
8.46899e+247,5.23412e+247,8.46899e+247,1,1186
1.37031e+248,8.46899e+247,1.37031e+248,1,1187
2.21721e+248,1.37031e+248,2.21721e+248,1,1188
3.58752e+248,2.21721e+248,3.58752e+248,1,1189
5.80473e+248,3.58752e+248,5.80473e+248,1,1190
9.39225e+248,5.80473e+248,9.39225e+248,1,1191
1.5197e+249,9.39225e+248,1.5197e+249,1,1192
2.45892e+249,1.5197e+249,2.45892e+249,1,1193
3.97862e+249,2.45892e+249,3.97862e+249,1,1194
6.43755e+249,3.97862e+249,6.43755e+249,1,1195
1.04162e+250,6.43755e+249,1.04162e+250,1,1196
1.68537e+250,1.04162e+250,1.68537e+250,1,1197
2.72699e+250,1.68537e+250,2.72699e+250,1,1198
4.41236e+250,2.72699e+250,4.41236e+250,1,1199
7.13935e+250,4.41236e+250,7.13935e+250,1,1200
1.15517e+251,7.13935e+250,1.15517e+251,1,1201
1.86911e+251,1.15517e+251,1.86911e+251,1,1202
3.02428e+251,1.86911e+251,3.02428e+251,1,1203
4.89338e+251,3.02428e+251,4.89338e+251,1,1204
7.91766e+251,4.89338e+251,7.91766e+251,1,1205
1.2811e+252,7.91766e+251,1.2811e+252,1,1206
2.07287e+252,1.2811e+252,2.07287e+252,1,1207
3.35397e+252,2.07287e+252,3.35397e+252,1,1208
5.42684e+252,3.35397e+252,5.42684e+252,1,1209
8.78082e+252,5.42684e+252,8.78082e+252,1,1210
1.42077e+253,8.78082e+252,1.42077e+253,1,1211
2.29885e+253,1.42077e+253,2.29885e+253,1,1212
3.71961e+253,2.29885e+253,3.71961e+253,1,1213
6.01846e+253,3.71961e+253,6.01846e+253,1,1214
9.73808e+253,6.01846e+253,9.73808e+253,1,1215
1.57565e+254,9.73808e+253,1.57565e+254,1,1216
2.54946e+254,1.57565e+254,2.54946e+254,1,1217
4.12512e+254,2.54946e+254,4.12512e+254,1,1218
6.67458e+254,4.12512e+254,6.67458e+254,1,1219
1.07997e+255,6.67458e+254,1.07997e+255,1,1220
1.74743e+255,1.07997e+255,1.74743e+255,1,1221
2.8274e+255,1.74743e+255,2.8274e+255,1,1222
4.57482e+255,2.8274e+255,4.57482e+255,1,1223
7.40222e+255,4.57482e+255,7.40222e+255,1,1224
1.1977e+256,7.40222e+255,1.1977e+256,1,1225
1.93793e+256,1.1977e+256,1.93793e+256,1,1226
3.13563e+256,1.93793e+256,3.13563e+256,1,1227
5.07356e+256,3.13563e+256,5.07356e+256,1,1228
8.20919e+256,5.07356e+256,8.20919e+256,1,1229
1.32827e+257,8.20919e+256,1.32827e+257,1,1230
2.14919e+257,1.32827e+257,2.14919e+257,1,1231
3.47747e+257,2.14919e+257,3.47747e+257,1,1232
5.62666e+257,3.47747e+257,5.62666e+257,1,1233
9.10413e+257,5.62666e+257,9.10413e+257,1,1234
1.47308e+258,9.10413e+257,1.47308e+258,1,1235
2.38349e+258,1.47308e+258,2.38349e+258,1,1236
3.85657e+258,2.38349e+258,3.85657e+258,1,1237
6.24006e+258,3.85657e+258,6.24006e+258,1,1238
1.00966e+259,6.24006e+258,1.00966e+259,1,1239
1.63367e+259,1.00966e+259,1.63367e+259,1,1240
2.64333e+259,1.63367e+259,2.64333e+259,1,1241
4.277e+259,2.64333e+259,4.277e+259,1,1242
6.92033e+259,4.277e+259,6.92033e+259,1,1243
1.11973e+260,6.92033e+259,1.11973e+260,1,1244
1.81177e+260,1.11973e+260,1.81177e+260,1,1245
2.9315e+260,1.81177e+260,2.9315e+260,1,1246
4.74327e+260,2.9315e+260,4.74327e+260,1,1247
7.67477e+260,4.74327e+260,7.67477e+260,1,1248
1.2418e+261,7.67477e+260,1.2418e+261,1,1249
2.00928e+261,1.2418e+261,2.00928e+261,1,1250
3.25108e+261,2.00928e+261,3.25108e+261,1,1251
5.26036e+261,3.25108e+261,5.26036e+261,1,1252
8.51145e+261,5.26036e+261,8.51145e+261,1,1253
1.37718e+262,8.51145e+261,1.37718e+262,1,1254
2.22833e+262,1.37718e+262,2.22833e+262,1,1255
3.60551e+262,2.22833e+262,3.60551e+262,1,1256
5.83383e+262,3.60551e+262,5.83383e+262,1,1257
9.43934e+262,5.83383e+262,9.43934e+262,1,1258
1.52732e+263,9.43934e+262,1.52732e+263,1,1259
2.47125e+263,1.52732e+263,2.47125e+263,1,1260
3.99857e+263,2.47125e+263,3.99857e+263,1,1261
6.46982e+263,3.99857e+263,6.46982e+263,1,1262
1.04684e+264,6.46982e+263,1.04684e+264,1,1263
1.69382e+264,1.04684e+264,1.69382e+264,1,1264
2.74066e+264,1.69382e+264,2.74066e+264,1,1265
4.43448e+264,2.74066e+264,4.43448e+264,1,1266
7.17514e+264,4.43448e+264,7.17514e+264,1,1267
1.16096e+265,7.17514e+264,1.16096e+265,1,1268
1.87848e+265,1.16096e+265,1.87848e+265,1,1269
3.03944e+265,1.87848e+265,3.03944e+265,1,1270
4.91792e+265,3.03944e+265,4.91792e+265,1,1271
7.95735e+265,4.91792e+265,7.95735e+265,1,1272
1.28753e+266,7.95735e+265,1.28753e+266,1,1273
2.08326e+266,1.28753e+266,2.08326e+266,1,1274
3.37079e+266,2.08326e+266,3.37079e+266,1,1275
5.45405e+266,3.37079e+266,5.45405e+266,1,1276
8.82484e+266,5.45405e+266,8.82484e+266,1,1277
1.42789e+267,8.82484e+266,1.42789e+267,1,1278
2.31037e+267,1.42789e+267,2.31037e+267,1,1279
3.73826e+267,2.31037e+267,3.73826e+267,1,1280
6.04864e+267,3.73826e+267,6.04864e+267,1,1281
9.7869e+267,6.04864e+267,9.7869e+267,1,1282
1.58355e+268,9.7869e+267,1.58355e+268,1,1283
2.56224e+268,1.58355e+268,2.56224e+268,1,1284
4.1458e+268,2.56224e+268,4.1458e+268,1,1285
6.70804e+268,4.1458e+268,6.70804e+268,1,1286
1.08538e+269,6.70804e+268,1.08538e+269,1,1287
1.75619e+269,1.08538e+269,1.75619e+269,1,1288
2.84157e+269,1.75619e+269,2.84157e+269,1,1289
4.59776e+269,2.84157e+269,4.59776e+269,1,1290
7.43933e+269,4.59776e+269,7.43933e+269,1,1291
1.20371e+270,7.43933e+269,1.20371e+270,1,1292
1.94764e+270,1.20371e+270,1.94764e+270,1,1293
3.15135e+270,1.94764e+270,3.15135e+270,1,1294
5.09899e+270,3.15135e+270,5.09899e+270,1,1295
8.25034e+270,5.09899e+270,8.25034e+270,1,1296
1.33493e+271,8.25034e+270,1.33493e+271,1,1297
2.15997e+271,1.33493e+271,2.15997e+271,1,1298
3.4949e+271,2.15997e+271,3.4949e+271,1,1299
5.65487e+271,3.4949e+271,5.65487e+271,1,1300
9.14977e+271,5.65487e+271,9.14977e+271,1,1301
1.48046e+272,9.14977e+271,1.48046e+272,1,1302
2.39544e+272,1.48046e+272,2.39544e+272,1,1303
3.87591e+272,2.39544e+272,3.87591e+272,1,1304
6.27135e+272,3.87591e+272,6.27135e+272,1,1305
1.01473e+273,6.27135e+272,1.01473e+273,1,1306
1.64186e+273,1.01473e+273,1.64186e+273,1,1307
2.65659e+273,1.64186e+273,2.65659e+273,1,1308
4.29844e+273,2.65659e+273,4.29844e+273,1,1309
6.95503e+273,4.29844e+273,6.95503e+273,1,1310
1.12535e+274,6.95503e+273,1.12535e+274,1,1311
1.82085e+274,1.12535e+274,1.82085e+274,1,1312
2.9462e+274,1.82085e+274,2.9462e+274,1,1313
4.76705e+274,2.9462e+274,4.76705e+274,1,1314
7.71325e+274,4.76705e+274,7.71325e+274,1,1315
1.24803e+275,7.71325e+274,1.24803e+275,1,1316
2.01935e+275,1.24803e+275,2.01935e+275,1,1317
3.26738e+275,2.01935e+275,3.26738e+275,1,1318
5.28674e+275,3.26738e+275,5.28674e+275,1,1319
8.55412e+275,5.28674e+275,8.55412e+275,1,1320
1.38409e+276,8.55412e+275,1.38409e+276,1,1321
2.2395e+276,1.38409e+276,2.2395e+276,1,1322
3.62358e+276,2.2395e+276,3.62358e+276,1,1323
5.86308e+276,3.62358e+276,5.86308e+276,1,1324
9.48667e+276,5.86308e+276,9.48667e+276,1,1325
1.53497e+277,9.48667e+276,1.53497e+277,1,1326
2.48364e+277,1.53497e+277,2.48364e+277,1,1327
4.01862e+277,2.48364e+277,4.01862e+277,1,1328
6.50226e+277,4.01862e+277,6.50226e+277,1,1329
1.05209e+278,6.50226e+277,1.05209e+278,1,1330
1.70231e+278,1.05209e+278,1.70231e+278,1,1331
2.7544e+278,1.70231e+278,2.7544e+278,1,1332
4.45671e+278,2.7544e+278,4.45671e+278,1,1333
7.21111e+278,4.45671e+278,7.21111e+278,1,1334
1.16678e+279,7.21111e+278,1.16678e+279,1,1335
1.88789e+279,1.16678e+279,1.88789e+279,1,1336
3.05468e+279,1.88789e+279,3.05468e+279,1,1337
4.94257e+279,3.05468e+279,4.94257e+279,1,1338
7.99725e+279,4.94257e+279,7.99725e+279,1,1339
1.29398e+280,7.99725e+279,1.29398e+280,1,1340
2.09371e+280,1.29398e+280,2.09371e+280,1,1341
3.38769e+280,2.09371e+280,3.38769e+280,1,1342
5.4814e+280,3.38769e+280,5.4814e+280,1,1343
8.86908e+280,5.4814e+280,8.86908e+280,1,1344
1.43505e+281,8.86908e+280,1.43505e+281,1,1345
2.32196e+281,1.43505e+281,2.32196e+281,1,1346
3.757e+281,2.32196e+281,3.757e+281,1,1347
6.07896e+281,3.757e+281,6.07896e+281,1,1348
9.83597e+281,6.07896e+281,9.83597e+281,1,1349
1.59149e+282,9.83597e+281,1.59149e+282,1,1350
2.57509e+282,1.59149e+282,2.57509e+282,1,1351
4.16658e+282,2.57509e+282,4.16658e+282,1,1352
6.74167e+282,4.16658e+282,6.74167e+282,1,1353
1.09083e+283,6.74167e+282,1.09083e+283,1,1354
1.76499e+283,1.09083e+283,1.76499e+283,1,1355
2.85582e+283,1.76499e+283,2.85582e+283,1,1356
4.62081e+283,2.85582e+283,4.62081e+283,1,1357
7.47663e+283,4.62081e+283,7.47663e+283,1,1358
1.20974e+284,7.47663e+283,1.20974e+284,1,1359
1.95741e+284,1.20974e+284,1.95741e+284,1,1360
3.16715e+284,1.95741e+284,3.16715e+284,1,1361
5.12456e+284,3.16715e+284,5.12456e+284,1,1362
8.29171e+284,5.12456e+284,8.29171e+284,1,1363
1.34163e+285,8.29171e+284,1.34163e+285,1,1364
2.1708e+285,1.34163e+285,2.1708e+285,1,1365
3.51242e+285,2.1708e+285,3.51242e+285,1,1366
5.68322e+285,3.51242e+285,5.68322e+285,1,1367
9.19564e+285,5.68322e+285,9.19564e+285,1,1368
1.48789e+286,9.19564e+285,1.48789e+286,1,1369
2.40745e+286,1.48789e+286,2.40745e+286,1,1370
3.89534e+286,2.40745e+286,3.89534e+286,1,1371
6.30279e+286,3.89534e+286,6.30279e+286,1,1372
1.01981e+287,6.30279e+286,1.01981e+287,1,1373
1.65009e+287,1.01981e+287,1.65009e+287,1,1374
2.6699e+287,1.65009e+287,2.6699e+287,1,1375
4.32e+287,2.6699e+287,4.32e+287,1,1376
6.9899e+287,4.32e+287,6.9899e+287,1,1377
1.13099e+288,6.9899e+287,1.13099e+288,1,1378
1.82998e+288,1.13099e+288,1.82998e+288,1,1379
2.96097e+288,1.82998e+288,2.96097e+288,1,1380
4.79095e+288,2.96097e+288,4.79095e+288,1,1381
7.75192e+288,4.79095e+288,7.75192e+288,1,1382
1.25429e+289,7.75192e+288,1.25429e+289,1,1383
2.02948e+289,1.25429e+289,2.02948e+289,1,1384
3.28376e+289,2.02948e+289,3.28376e+289,1,1385
5.31324e+289,3.28376e+289,5.31324e+289,1,1386
8.59701e+289,5.31324e+289,8.59701e+289,1,1387
1.39103e+290,8.59701e+289,1.39103e+290,1,1388
2.25073e+290,1.39103e+290,2.25073e+290,1,1389
3.64175e+290,2.25073e+290,3.64175e+290,1,1390
5.89248e+290,3.64175e+290,5.89248e+290,1,1391
9.53423e+290,5.89248e+290,9.53423e+290,1,1392
1.54267e+291,9.53423e+290,1.54267e+291,1,1393
2.49609e+291,1.54267e+291,2.49609e+291,1,1394
4.03876e+291,2.49609e+291,4.03876e+291,1,1395
6.53486e+291,4.03876e+291,6.53486e+291,1,1396
1.05736e+292,6.53486e+291,1.05736e+292,1,1397
1.71085e+292,1.05736e+292,1.71085e+292,1,1398
2.76821e+292,1.71085e+292,2.76821e+292,1,1399
4.47906e+292,2.76821e+292,4.47906e+292,1,1400
7.24727e+292,4.47906e+292,7.24727e+292,1,1401
1.17263e+293,7.24727e+292,1.17263e+293,1,1402
1.89736e+293,1.17263e+293,1.89736e+293,1,1403
3.06999e+293,1.89736e+293,3.06999e+293,1,1404
4.96735e+293,3.06999e+293,4.96735e+293,1,1405
8.03734e+293,4.96735e+293,8.03734e+293,1,1406
1.30047e+294,8.03734e+293,1.30047e+294,1,1407
2.1042e+294,1.30047e+294,2.1042e+294,1,1408
3.40467e+294,2.1042e+294,3.40467e+294,1,1409
5.50888e+294,3.40467e+294,5.50888e+294,1,1410
8.91355e+294,5.50888e+294,8.91355e+294,1,1411
1.44224e+295,8.91355e+294,1.44224e+295,1,1412
2.3336e+295,1.44224e+295,2.3336e+295,1,1413
3.77584e+295,2.3336e+295,3.77584e+295,1,1414
6.10944e+295,3.77584e+295,6.10944e+295,1,1415
9.88528e+295,6.10944e+295,9.88528e+295,1,1416
1.59947e+296,9.88528e+295,1.59947e+296,1,1417
2.588e+296,1.59947e+296,2.588e+296,1,1418
4.18747e+296,2.588e+296,4.18747e+296,1,1419
6.77547e+296,4.18747e+296,6.77547e+296,1,1420
1.09629e+297,6.77547e+296,1.09629e+297,1,1421
1.77384e+297,1.09629e+297,1.77384e+297,1,1422
2.87014e+297,1.77384e+297,2.87014e+297,1,1423
4.64398e+297,2.87014e+297,4.64398e+297,1,1424
7.51411e+297,4.64398e+297,7.51411e+297,1,1425
1.21581e+298,7.51411e+297,1.21581e+298,1,1426
1.96722e+298,1.21581e+298,1.96722e+298,1,1427
3.18303e+298,1.96722e+298,3.18303e+298,1,1428
5.15025e+298,3.18303e+298,5.15025e+298,1,1429
8.33328e+298,5.15025e+298,8.33328e+298,1,1430
1.34835e+299,8.33328e+298,1.34835e+299,1,1431
2.18168e+299,1.34835e+299,2.18168e+299,1,1432
3.53003e+299,2.18168e+299,3.53003e+299,1,1433
5.71171e+299,3.53003e+299,5.71171e+299,1,1434
9.24175e+299,5.71171e+299,9.24175e+299,1,1435
1.49535e+300,9.24175e+299,1.49535e+300,1,1436
2.41952e+300,1.49535e+300,2.41952e+300,1,1437
3.91487e+300,2.41952e+300,3.91487e+300,1,1438
6.33439e+300,3.91487e+300,6.33439e+300,1,1439
1.02493e+301,6.33439e+300,1.02493e+301,1,1440
1.65836e+301,1.02493e+301,1.65836e+301,1,1441
2.68329e+301,1.65836e+301,2.68329e+301,1,1442
4.34165e+301,2.68329e+301,4.34165e+301,1,1443
7.02494e+301,4.34165e+301,7.02494e+301,1,1444
1.13666e+302,7.02494e+301,1.13666e+302,1,1445
1.83915e+302,1.13666e+302,1.83915e+302,1,1446
2.97581e+302,1.83915e+302,2.97581e+302,1,1447
4.81497e+302,2.97581e+302,4.81497e+302,1,1448
7.79078e+302,4.81497e+302,7.79078e+302,1,1449
1.26057e+303,7.79078e+302,1.26057e+303,1,1450
2.03965e+303,1.26057e+303,2.03965e+303,1,1451
3.30023e+303,2.03965e+303,3.30023e+303,1,1452
5.33988e+303,3.30023e+303,5.33988e+303,1,1453
8.64011e+303,5.33988e+303,8.64011e+303,1,1454
1.398e+304,8.64011e+303,1.398e+304,1,1455
2.26201e+304,1.398e+304,2.26201e+304,1,1456
3.66001e+304,2.26201e+304,3.66001e+304,1,1457
5.92202e+304,3.66001e+304,5.92202e+304,1,1458
9.58203e+304,5.92202e+304,9.58203e+304,1,1459
1.5504e+305,9.58203e+304,1.5504e+305,1,1460
2.50861e+305,1.5504e+305,2.50861e+305,1,1461
4.05901e+305,2.50861e+305,4.05901e+305,1,1462
6.56762e+305,4.05901e+305,6.56762e+305,1,1463
1.06266e+306,6.56762e+305,1.06266e+306,1,1464
1.71943e+306,1.06266e+306,1.71943e+306,1,1465
2.78209e+306,1.71943e+306,2.78209e+306,1,1466
4.50151e+306,2.78209e+306,4.50151e+306,1,1467
7.2836e+306,4.50151e+306,7.2836e+306,1,1468
1.17851e+307,7.2836e+306,1.17851e+307,1,1469
1.90687e+307,1.17851e+307,1.90687e+307,1,1470
3.08538e+307,1.90687e+307,3.08538e+307,1,1471
4.99225e+307,3.08538e+307,4.99225e+307,1,1472
8.07764e+307,4.99225e+307,8.07764e+307,1,1473
1.30699e+308,8.07764e+307,1.30699e+308,1,1474
the time to calculate prediction took 50 milliseconds

